Name,Symbol,Price (USD),Market Cap (USD),"Volume (24h, USD)",Percent Change 1h,Percent Change 24h,Percent Change 7d,Circulating Supply,Total Supply,Max Supply,Rank,Last Updated
Santos FC Fan Token,SANTOS,1.7879589133261033,20643883.200034536,3578878.76468842,-0.20198892,-3.09164459,-6.9877086,11546061.291549,30000000,30000000.0,779,2025-06-28T06:14:00.000Z
StorX Network,SRX,0.050907811278934595,20363124.511573836,2046171.20720828,-0.00291852,-1.87967774,-3.96164788,400000000,575617799,1500000000.0,780,2025-06-28T06:15:00.000Z
Avalon Labs (AVL),AVL,0.12560473019443766,20308274.945547998,9034892.00685977,0.73517381,1.37141426,-3.23828774,161683998,162250000.8,1000000000.0,781,2025-06-28T06:15:00.000Z
Unicorn Fart Dust,UFD,0.020266913058605587,20266913.058605585,4763220.83975388,0.42088945,-3.97574346,24.26726966,1000000000,1000000000,1000000000.0,782,2025-06-28T06:15:00.000Z
Alaya Governance Token,AGT,0.014450252525308351,20230353.53543169,4694901.91770196,1.36480747,14.50480017,13.81912763,1400000000,5000000000,5000000000.0,783,2025-06-28T06:15:00.000Z
Jambo,J,0.12550795492343772,20207776.64829579,2534605.86691608,0.23048844,0.12775726,-12.81996097,161007935,1000000000,1000000000.0,784,2025-06-28T06:15:00.000Z
Bertram The Pomeranian,BERT,0.02084599010416017,20152847.133151393,1601061.7650796,-1.61762622,-4.47381672,-4.99889059,966749338,979946262.03,979947881.0,785,2025-06-28T06:15:00.000Z
BSquared Network,B2,0.42941537056049095,20139686.086052813,32392778.84343018,0.32101251,-0.16389781,26.50362573,46900245,210000000,210000000.0,786,2025-06-28T06:15:00.000Z
dYdX (ethDYDX),ETHDYDX,0.4825450392530927,20101499.189559035,11086861.08531939,-0.32766049,0.83368988,-1.40592188,41657249.69564113,1000000000,,788,2025-06-28T06:15:00.000Z
Gems,GEMS,0.05025765125261515,20099604.634172976,4583129.71799965,-1.10020802,9.88564171,54.84059636,399931237,838793459.3,843303980.0,789,2025-06-28T06:15:00.000Z
Suilend,SEND,0.4124529340349887,20094723.856754947,1198344.97040203,0.46486504,0.47846859,-5.53294815,48720041,100000000,100000000.0,787,2025-06-28T06:15:00.000Z
GOUT,GOUT,0.00013112460715105495,20091602.55715414,576219.89479927,0.56328407,-3.1931196,-19.93333708,153225264072.73584,153225264072.73584,,790,2025-06-28T06:14:00.000Z
Badger DAO,BADGER,0.9838598814782511,20061477.267094202,8445209.74309918,-1.12287771,1.53622983,7.86488853,20390583.7048176,21000000,21000000.0,791,2025-06-28T06:15:00.000Z
League of Kingdoms Arena,LOKA,0.05303374101290956,19961195.066575877,4708674.87141263,0.21649636,2.4227039,2.12236249,376386705.6204255,500000000,500000000.0,792,2025-06-28T06:15:00.000Z
Sperax,SPA,0.011790258488163443,19945371.136559166,3298613.99612005,-0.18030236,-3.34940427,-8.59602746,1691682260.96,4615267291.67,5000000000.0,793,2025-06-28T06:15:00.000Z
Crown by Third Time Games,CROWN,0.10452333726561097,19923806.141750664,90082.58690323,0.84383235,1.92380782,-5.1874706,190615863.05,250000000,,794,2025-06-28T06:14:00.000Z
Kendu,KENDU,2.0934412339687053e-05,19854785.909264404,95740.68582289,0.19178469,-0.34221916,-3.4981036,948428147258,948428147258,948428147258.0,795,2025-06-28T06:15:00.000Z
Alkimi,ADS,0.08368389552748344,19832337.129464153,155757.78446594,0.73427846,-2.19277522,-11.98292022,236991084.18,250000000,,796,2025-06-28T06:14:00.000Z
ArbDoge AI,AIDOGE,1.13521396043583e-10,19804476.968007065,5832369.77708512,-0.08726946,-2.47743597,10.23655008,174455896934211000,191609763385755000,,797,2025-06-28T06:15:00.000Z
Unstable Coin (usduc.xyz),USDUC,0.019728748515448834,19728026.53404402,4076505.245836,-0.25371975,-3.37263442,153.70842293,999963404.601957,999963404.601957,1000000000.0,798,2025-06-28T06:15:00.000Z
Not Pixel,PX,0.1104548932266644,19683244.88629478,85611.64181402,-0.72686867,-1.5357875,1.24028364,178201656,244999828,244999828.0,799,2025-06-28T06:15:00.000Z
YETI,YETI,0.01961335612254821,19613356.12254821,313738.14609855,0.95026989,-0.44769114,-4.0726,1000000000,1000000000,1000000000.0,800,2025-06-28T06:15:00.000Z
Pepecoin,PEP,0.00019894333346761505,19576104.833942544,38590.57116463,1.78925691,12.42002758,4.08491443,98400406250,98400406250,,801,2025-06-28T06:15:00.000Z
PaLM AI,PALM,0.2515303603080429,19400467.846426275,146245.19186227,2.18932634,-0.93773229,11.89770008,77129726.29891282,77129726.29891282,,802,2025-06-28T06:15:00.000Z
GUNZ,GUN,0.0222298834973599,19365933.514193326,10742362.96255283,-0.45510345,1.67391347,-8.73533066,871166667,10000000000,10000000000.0,803,2025-06-28T06:15:00.000Z
Orderly Network,ORDER,0.07670325468539713,19339000.43170533,9529201.50178984,0.31577665,2.71776738,5.4693698,252127507.64,1000000000,1000000000.0,804,2025-06-28T06:15:00.000Z
Gochujangcoin,GOCHU,1.7291946433205745e-06,19329219.08453778,1338112.91172999,0.53928845,0.45384708,3.28465317,11178162712452,29999999950000,29999999950000.0,805,2025-06-28T06:15:00.000Z
Camino Network,CAM,0.05932830119994454,19306362.325983226,322941.03808599,-0.04426809,-3.50086328,-9.41208443,325415728,917499341,1000000000.0,806,2025-06-28T06:15:00.000Z
Everscale,EVER,0.009682541450021474,19224913.414455965,275741.38528976,1.83139518,3.61200857,-2.94271073,1985523482,2117524486,,807,2025-06-28T06:15:00.000Z
DAR Open Network,D,0.029587328047970592,19168872.495444104,3698307.04725039,-0.79089782,-0.85142505,-2.40367252,647874403,800000000,800000000.0,809,2025-06-28T06:15:00.000Z
LUKSO,LYX,0.6277457481059716,19168785.526433617,814239.68604349,-0.71070208,-10.88786012,-15.39091094,30535906.59,42115181.93,,808,2025-06-28T06:15:00.000Z
ZUSD,ZUSD,1.0000067894609395,19012502.08376385,35920.46254736,-0.01755988,0.04828587,-46.59750929,19012373,19012373,,810,2025-06-28T06:15:00.000Z
Viction,VIC,0.1554742444046915,18893819.023211367,1412097.76902855,0.20203929,0.05662842,0.812737,121523787.4,210000000,210000000.0,811,2025-06-28T06:15:00.000Z
Vertical AI,VERTAI,0.18743598124625938,18743598.124625936,686959.78989816,-0.20190195,14.14040349,42.99575766,100000000,100000000,100000000.0,813,2025-06-28T06:15:00.000Z
Xterio,XTER,0.13590787299788468,18751162.349301964,7511579.48029242,1.15433643,-1.02786358,-7.15707096,137969655,1000000000,1000000000.0,812,2025-06-28T06:15:00.000Z
SynFutures,F,0.009671708818612278,18604320.746843673,50538312.55045008,3.30073903,10.33832231,7.96735018,1923581561,10000000000,10000000000.0,819,2025-06-28T06:15:00.000Z
SPECTRE AI,SPECTRE,1.8731075321880857,18718283.870543543,578331.04528485,2.9210456,3.7440234,0.15076502,9993171,10000000,10000000.0,814,2025-06-28T06:15:00.000Z
Purple Pepe,$PURPE,4.475727461685326e-05,18673352.705221657,717206.01292572,0.3471883,-2.25862453,-5.95460586,417213801892,420683240832.10004,420690000000.0,815,2025-06-28T06:15:00.000Z
Open Loot,OL,0.029466006811341296,18612080.416667048,8626330.65826727,-0.21862964,-0.59435827,-9.91962102,631645832.9706,5000000000,5000000000.0,816,2025-06-28T06:15:00.000Z
Mango,MNGO,0.01663963174657031,18594245.703791916,574.92424518,-0.00010988,-2.17104041,-4.78912921,1117467380.708379,1117467380.708379,,817,2025-06-28T06:15:00.000Z
NKN,NKN,0.023512152542628166,18559501.20337414,9080807.1420598,-0.20163386,-4.51651999,-4.56615034,789357808.4662926,789357808.4662926,1000000000.0,820,2025-06-28T06:15:00.000Z
Mind Network,FHE,0.0744820030812821,18546018.767239243,7125823.02349487,0.23527759,1.5518899,3.3466476,249000000,1000000000,1000000000.0,818,2025-06-28T06:15:00.000Z
Swell Network,SWELL,0.008881601558270695,18499594.011451654,5551001.47233067,0.51846531,-0.49207542,-3.68879339,2082911948.9406195,10000000000,10000000000.0,821,2025-06-28T06:15:00.000Z
Epic Chain,EPIC,0.8190249783774015,18507708.17017164,6404415.33528002,-0.40428103,-5.569688,-1.36890084,22597245.08871255,30000000,,822,2025-06-28T06:15:00.000Z
Hifi Finance,HIFI,0.12994530813693966,18428316.834072664,74161568.16761431,1.48397225,-4.35287669,66.95105536,141815946.24911302,166815946.24911302,,823,2025-06-28T06:15:00.000Z
Aavegotchi,GHST,0.349320841135585,18425906.288151033,4489030.99223761,0.42143524,-0.77286123,-3.35538663,52747801.21406849,52747802.71425598,,824,2025-06-28T06:15:00.000Z
GameStop (gamestop-coin.vip),GME,4.4768594670237006e-05,18413210.35124827,882082.7216228,0.46667077,0.88344167,-12.8164634,411297484026,411297484026,420690000000.0,825,2025-06-28T06:15:00.000Z
Streamr,DATA,0.015939243607729903,18419451.326998297,4210915.5202973,4.06881014,2.43998666,24.22364736,1155603853,1217523352,,826,2025-06-28T06:15:00.000Z
Hosico,HOSICO,0.018317845241704742,18317814.467541557,2352894.21206774,-0.66152651,-3.8738293,8.35676336,999998319.99,999998319.99,1000000000.0,827,2025-06-28T06:15:00.000Z
Mayflower AI,MAY,0.07503333119977673,18316500.83747758,192638.73868985,0.0,26.76728218,-3.3573203,244111524.10000002,1000000000,,828,2025-06-28T06:15:00.000Z
XeniosCoin,XNC,0.240093256741232,18313103.086908896,0.0,0.0,0.0,-14.24926057,76274958.05368,100413374,110000000.0,829,2025-06-28T06:15:00.000Z
GOLDAO,GOLDAO,0.02583058799474078,18283413.512660857,7940.77661217,-0.31331182,-3.97509332,-11.75468501,707820260.087902,993144890.0759019,,830,2025-06-28T06:15:00.000Z
IDEX,IDEX,0.01905172347590678,18155839.626521025,2984582.62380934,0.08792723,-0.92713098,-0.91664029,952976230.7059144,1000000000,,831,2025-06-28T06:15:00.000Z
Housecoin,HOUSE,0.018149460133821887,18126859.217358753,10052523.73492344,1.34961718,-4.32969125,-27.38447998,998754733.40273,998754733.40273,1000000000.0,832,2025-06-28T06:15:00.000Z
xMoney,UTK,0.025732969728204862,18118896.512546394,4525780.66749627,-0.2205114,-1.05785742,-2.93050725,704112145,704112145,1000000000.0,833,2025-06-28T06:15:00.000Z
DuckChain,DUCK,0.0033814125594497347,18107052.83938722,7846416.44436239,-1.66103321,-7.2678724,7.91938424,5354878330,9454878330,10000000000.0,834,2025-06-28T06:15:00.000Z
Adshares,ADS,0.46704356577770195,18093904.58410438,15582.01213638,-0.01910467,-1.31067225,-3.35691887,38741363.568461,38758206,38758206.0,835,2025-06-28T06:15:00.000Z
Flamingo,FLM,0.032893168392157446,18093793.26090211,4599083.46089427,-0.47980033,-1.86984873,7.11787544,550077543.3118849,550077543.3118849,1000000000.0,836,2025-06-28T06:15:00.000Z
Daddy Tate,DADDY,0.030004681107106447,17991997.43482604,1017170.51033544,0.31500146,-0.44462225,-7.28493958,599639681.908325,599639681.908325,999689062.0,837,2025-06-28T06:15:00.000Z
Polkastarter,POLS,0.18104533992946917,17961441.538854826,1196858.57896755,0.37221443,1.16313904,3.24128249,99209631.94000003,100000000,,838,2025-06-28T06:15:00.000Z
Doodles,DOOD,0.0023003856941673255,17943008.41450514,5645974.27358358,-0.13194404,2.0229092,-6.03127939,7800000000,10000000000,10000000000.0,839,2025-06-28T06:15:00.000Z
EarthMeta,EMT,0.012450853631697286,17898595.979467075,5260.1591577,-0.34018928,-0.61867946,-0.79880461,1437539666.67,2100000000,2100000000.0,840,2025-06-28T06:15:00.000Z
BFG Token,BFG,0.01593936566375559,17896861.88950296,22028.40508107,-0.04440836,0.13459875,-0.3177572,1122808916.43,3327754200.68,,841,2025-06-28T06:15:00.000Z
EverValue Coin,EVA,1.1432053450892368,17829781.762098003,3090.11297966,0.0,5.21771992,6.10695264,15596307.20647675,18766124.83407225,21000000.0,842,2025-06-28T06:14:00.000Z
Star Atlas,ATLAS,0.0008964864169677371,17788854.108807568,687174.9389628,0.01420084,3.03651579,-2.79521305,19842859604.0265,36000000000,,843,2025-06-28T06:15:00.000Z
Vow,VOW,0.049778062229768334,17735190.29183175,141708.47405782,-0.03337778,1.29636152,-5.17760857,356285269,1142857140,1142857142.0,844,2025-06-28T06:15:00.000Z
Pups (Bitcoin),PUPS,0.01831320136251237,17735340.38023119,83825.47197171,-0.0630782,6.24880185,-3.00791406,968445660,968445660,1000000000.0,845,2025-06-28T06:15:00.000Z
OG Fan Token,OG,4.117316909235051,17704462.709710717,6804173.87300427,1.65182069,4.36672807,3.95986623,4300000,5000000,,846,2025-06-28T06:15:00.000Z
Victoria VR,VR,0.0027816753024778825,17654878.421948995,4831508.55968609,-0.08143931,-4.79410757,10.36246101,6346850908.954846,16800000000,,847,2025-06-28T06:15:00.000Z
Alchemix,ALCX,7.214180088313403,17537643.051626485,990663.53294837,0.25304301,-0.58054497,-2.06243886,2430996.01575466,2570020.4679245,,848,2025-06-28T06:15:00.000Z
Guild of Guardians,GOG,0.023301344779799563,17517966.694225453,997839.56895057,0.44920447,-0.76217917,-9.58898138,751800673.299,1000000000,1000000000.0,849,2025-06-28T06:15:00.000Z
Shapeshift FOX Token,FOX,0.022662330691868068,17501812.41446266,487777.79900058,3.37111582,1.32788678,-3.72539071,772286516,999089275,,851,2025-06-28T06:15:00.000Z
GamerCoin,GHX,0.026934806529943213,17506684.848798096,253498.72134924,-0.09698055,-0.20231219,-4.56465478,649965123.3557609,808000000,808000000.0,850,2025-06-28T06:15:00.000Z
SIGMA,SIGMA,0.019419165193695537,17474320.319559395,2826401.71853997,0.87714125,-2.32977903,6.28700635,899849202.85,899849202.85,,852,2025-06-28T06:15:00.000Z
AS Roma Fan Token,ASR,2.361469020051153,17463063.403278276,3294890.15775199,-0.09196571,-2.86480161,12.60164022,7395000,9995000,,853,2025-06-28T06:15:00.000Z
ABBC Coin,ABBC,0.019259881406419054,17436049.519660663,58022.61391995,-0.20529062,-5.45560048,94.30441844,905304095.6861483,907217636.86,1225109279.0,854,2025-06-28T06:14:00.000Z
Impossible Finance Launchpad,IDIA,0.025594960424255676,17404573.08849386,0.0,0.0,-1.90893385,-11.06084681,680000000,1000000000,1000000000.0,855,2025-06-28T06:15:00.000Z
Synapse,SYN,0.09497250715476568,17248182.182334084,4013998.66252203,0.06943095,-0.93402183,-17.93438154,181612370.76985577,196283546.79298332,250000000.0,856,2025-06-28T06:15:00.000Z
DOGEai,DOGEAI,0.02295503136654281,17216273.52490711,1810247.54247263,-1.31761517,26.1991314,9.14611752,750000000,1000000000,,857,2025-06-28T06:15:00.000Z
DIMO,DIMO,0.04909895724308364,16848313.05433163,724209.04482243,-0.77509339,-4.49617437,-7.06133732,343150119.6841605,1000000000,1000000000.0,858,2025-06-28T06:15:00.000Z
DIAM,DIAM,0.011931011631857644,17130127.197548416,312928.21325401,-0.42822311,-2.92541693,-4.05852097,1435764856,10000000000,,859,2025-06-28T06:15:00.000Z
Klever Coin,KLV,0.0019277722550847273,17120122.071449224,2157152.78991383,0.64146833,-3.03236467,-14.42220101,8880780406.65482,10000000000,10000000000.0,860,2025-06-28T06:15:00.000Z
KernelDAO,KERNEL,0.10317162635412025,17030043.17820723,6386422.36463527,-0.31778004,0.5058549,-5.51117157,165065181,1000000000,1000000000.0,861,2025-06-28T06:15:00.000Z
Namecoin,NMC,1.1440114853869177,16858610.853255775,4406.80494625,0.12133788,-0.40328783,-3.76052388,14736400,14736400,,862,2025-06-28T06:15:00.000Z
NATIX Network,NATIX,0.0010438277247014356,16840023.518322427,327378.44152258,0.12449776,-4.63812862,-12.51007241,16132952900,99991483316.62,,863,2025-06-28T06:15:00.000Z
NetMind Token,NMT,0.5031384550179491,16830085.97314904,2569889.5964074,0.05369122,0.75811523,-12.56154844,33450208,144080375.2,147571163.0,864,2025-06-28T06:15:00.000Z
pSTAKE Finance,PSTAKE,0.03823167625935795,16808596.304833386,3222633.01262088,0.32095561,-2.1452603,5.38085979,439651042,500000000,500000000.0,865,2025-06-28T06:15:00.000Z
Hyperlane,HYPER,0.09599425596417079,16818193.644922722,10053113.49689734,-0.81671404,1.64600071,-10.41319209,175200000,802666667,1000000000.0,866,2025-06-28T06:15:00.000Z
Aleph Cloud,ALEPH,0.06774205654447008,16747223.880405111,3665521.90716403,-1.06602121,29.34185642,36.07325689,247220482.1448135,500000000,500000000.0,867,2025-06-28T06:15:00.000Z
